content,group,seg_tokens,pos_tags,word_pos_pairs,clean_tokens
我真想亲手杀了这个老登。,Group_Old,我 真 想 亲手 杀 了 这个 老登 。,r d v d v ul r x x,我/r 真/d 想/v 亲手/d 杀/v 了/ul 这个/r 老登/x 。/x,['亲手']
喜欢倚老卖老的人，人品都不行。,Group_Old,喜欢 倚老卖老 的 人 ， 人品 都 不行 。,v i uj n x n d v x,喜欢/v 倚老卖老/i 的/uj 人/n ，/x 人品/n 都/d 不行/v 。/x,"['喜欢', '倚老卖老', '人品', '不行']"
那个老登怎么这么难杀？,Group_Old,那个 老登 怎么 这么 难 杀 ？,r x r r a v x,那个/r 老登/x 怎么/r 这么/r 难/a 杀/v ？/x,[]
那个老登怎么能活那么久啊？,Group_Old,那个 老登 怎么 能 活 那么 久 啊 ？,r x r v vn r a y x,那个/r 老登/x 怎么/r 能/v 活/vn 那么/r 久/a 啊/y ？/x,[]
那个老登胸前插着一把剑还能走。,Group_Old,那个 老登 胸前 插 着 一把 剑 还 能 走 。,r x s v uz m n d v v x,那个/r 老登/x 胸前/s 插/v 着/uz 一把/m 剑/n 还/d 能/v 走/v 。/x,"['胸前', '一把']"
那个老不死的公公。,Group_Old,那个 老不死的 公公 。,r x n x,那个/r 老不死的/x 公公/n 。/x,"['老不死的', '公公']"
他们特别喜欢审判所谓的“老登文学”。,Group_Old,他们 特别 喜欢 审判 所谓 的 “ 老登 文学 ” 。,r d v vn b uj x x n x x,他们/r 特别/d 喜欢/v 审判/vn 所谓/b 的/uj “/x 老登/x 文学/n ”/x 。/x,"['特别', '喜欢', '审判', '文学']"
老登，你是不是又在玩欲扬先抑的把戏？,Group_Old,老登 ， 你 是不是 又 在 玩 欲扬先抑 的 把戏 ？,x x r l d p n l uj n x,老登/x ，/x 你/r 是不是/l 又/d 在/p 玩/n 欲扬先抑/l 的/uj 把戏/n ？/x,"['欲扬先抑', '把戏']"
那个老登怎么还没死！,Group_Old,那个 老登 怎么 还 没死 ！,r x r d v x,那个/r 老登/x 怎么/r 还/d 没死/v ！/x,['没死']
这个老登也太难杀了。,Group_Old,这个 老登 也 太 难 杀 了 。,r x d d a v ul x,这个/r 老登/x 也/d 太/d 难/a 杀/v 了/ul 。/x,[]
那些在公园里随意偷拍别人的臭老登，我忍你们很久了！,Group_Old,那些 在 公园 里 随意 偷拍 别人 的 臭 老登 ， 我 忍 你们 很 久 了 ！,r p n f d v r uj n x x r v r d a ul x,那些/r 在/p 公园/n 里/f 随意/d 偷拍/v 别人/r 的/uj 臭/n 老登/x ，/x 我/r 忍/v 你们/r 很/d 久/a 了/ul ！/x,"['公园', '随意', '偷拍', '别人']"
一个老登比一个老登还难杀，真是升级打怪！,Group_Old,一个 老登 比 一个 老登 还 难 杀 ， 真是 升级 打 怪 ！,m x p m x d a v x d vn v v x,一个/m 老登/x 比/p 一个/m 老登/x 还/d 难/a 杀/v ，/x 真是/d 升级/vn 打/v 怪/v ！/x,['升级']
那一刻，我觉得自己像一个丑恶的老登。,Group_Old,那一刻 ， 我 觉得 自己 像 一个 丑恶 的 老登 。,r x r v r v m a uj x x,那一刻/r ，/x 我/r 觉得/v 自己/r 像/v 一个/m 丑恶/a 的/uj 老登/x 。/x,"['那一刻', '丑恶']"
第三个人竟然也是个老登。,Group_Old,第三个 人 竟然 也 是 个 老登 。,m n d d v q x x,第三个/m 人/n 竟然/d 也/d 是/v 个/q 老登/x 。/x,['第三个']
这些老登什么时候才能死完？,Group_Old,这些 老登 什么 时候 才能 死 完 ？,r x r n v v v x,这些/r 老登/x 什么/r 时候/n 才能/v 死/v 完/v ？/x,[]
你这个老登是傻逼吧？,Group_Old,你 这个 老登 是 傻 逼 吧 ？,r r x v a v y x,你/r 这个/r 老登/x 是/v 傻/a 逼/v 吧/y ？/x,[]
这个老登，简直了！,Group_Old,这个 老登 ， 简直 了 ！,r x x d ul x,这个/r 老登/x ，/x 简直/d 了/ul ！/x,['简直']
这个老登又开始听小曲儿了。,Group_Old,这个 老登 又 开始 听 小曲儿 了 。,r x d v v nr ul x,这个/r 老登/x 又/d 开始/v 听/v 小曲儿/nr 了/ul 。/x,['小曲儿']
只有我家的老登被按在地上打。,Group_Old,只有 我家 的 老登 被 按 在 地上 打 。,c r uj x p p p s v x,只有/c 我家/r 的/uj 老登/x 被/p 按/p 在/p 地上/s 打/v 。/x,"['我家', '地上']"
那个老登还没死，他的徒子徒孙怎么这么多？,Group_Old,那个 老登 还 没死 ， 他 的 徒子徒孙 怎么 这么 多 ？,r x d v x r uj l r r m x,那个/r 老登/x 还/d 没死/v ，/x 他/r 的/uj 徒子徒孙/l 怎么/r 这么/r 多/m ？/x,"['没死', '徒子徒孙']"
这个老登怎么还不死？,Group_Old,这个 老登 怎么 还 不 死 ？,r x r d d v x,这个/r 老登/x 怎么/r 还/d 不/d 死/v ？/x,[]
就算拼多多无限砍一刀，也砍不死那个老登啊！,Group_Old,就算 拼 多多 无限 砍 一刀 ， 也 砍 不 死 那个 老登 啊 ！,v v m v v m x d v d v r x zg x,就算/v 拼/v 多多/m 无限/v 砍/v 一刀/m ，/x 也/d 砍/v 不/d 死/v 那个/r 老登/x 啊/zg ！/x,"['就算', '多多', '无限', '一刀']"
老登们冠冕堂皇地扯什么救世主，羞不羞啊？,Group_Old,老登 们 冠冕堂皇 地 扯 什么 救世主 ， 羞 不羞 啊 ？,x k i uv v r n x v a y x,老登/x 们/k 冠冕堂皇/i 地/uv 扯/v 什么/r 救世主/n ，/x 羞/v 不羞/a 啊/y ？/x,"['冠冕堂皇', '救世主', '不羞']"
所以那个老登是跟别人学做的木工？,Group_Old,所以 那个 老登 是 跟 别人 学做 的 木工 ？,c r x v p r v uj n x,所以/c 那个/r 老登/x 是/v 跟/p 别人/r 学做/v 的/uj 木工/n ？/x,"['别人', '学做', '木工']"
我都离职两个月了，还能被公司的老登们说三道四。,Group_Old,我 都 离职 两个 月 了 ， 还 能 被 公司 的 老登 们 说三道四 。,r d v m m ul x d v p n uj x k i x,我/r 都/d 离职/v 两个/m 月/m 了/ul ，/x 还/d 能/v 被/p 公司/n 的/uj 老登/x 们/k 说三道四/i 。/x,"['离职', '公司', '说三道四']"
我真觉得自己像个老古董，看什么都觉得不成体统。,Group_Old,我 真 觉得 自己 像 个 老古董 ， 看 什么 都 觉得 不成体统 。,r d v r v q nr x v r d v l x,我/r 真/d 觉得/v 自己/r 像/v 个/q 老古董/nr ，/x 看/v 什么/r 都/d 觉得/v 不成体统/l 。/x,"['老古董', '不成体统']"
那个老登怎么还不死啊？,Group_Old,那个 老登 怎么 还 不 死 啊 ？,r x r d d v y x,那个/r 老登/x 怎么/r 还/d 不/d 死/v 啊/y ？/x,[]
怎么老有老不死的男人盯着人看？,Group_Old,怎么 老 有 老不死的 男人 盯 着 人 看 ？,r a v x n v uz n v x,怎么/r 老/a 有/v 老不死的/x 男人/n 盯/v 着/uz 人/n 看/v ？/x,"['老不死的', '男人']"
台上的那些老登都换下来吧！,Group_Old,台上 的 那些 老登 都 换下来 吧 ！,s uj r x d c y x,台上/s 的/uj 那些/r 老登/x 都/d 换下来/c 吧/y ！/x,"['台上', '换下来']"
那个老迈的球员体力不支，技术也走样了。,Group_Old,那个 老迈 的 球员 体力不支 ， 技术 也 走样 了 。,r nr uj n n x n d n ul x,那个/r 老迈/nr 的/uj 球员/n 体力不支/n ，/x 技术/n 也/d 走样/n 了/ul 。/x,"['老迈', '球员', '体力不支', '技术', '走样']"
老登再怎么营销也没用，根本没人在意。,Group_Old,老登 再 怎么 营销 也 没用 ， 根本 没 人 在意 。,x d r vn d v x a v n v x,老登/x 再/d 怎么/r 营销/vn 也/d 没用/v ，/x 根本/a 没/v 人/n 在意/v 。/x,"['营销', '没用', '在意']"
那支老迈的主力阵容最后还是扛不住了。,Group_Old,那 支 老迈 的 主力阵容 最后 还是 扛不住 了 。,r v nr uj n f c l ul x,那/r 支/v 老迈/nr 的/uj 主力阵容/n 最后/f 还是/c 扛不住/l 了/ul 。/x,"['老迈', '主力阵容', '扛不住']"
那个老登命真硬啊！,Group_Old,那个 老登 命 真 硬 啊 ！,r x n d a y x,那个/r 老登/x 命/n 真/d 硬/a 啊/y ！/x,[]
他们就像清末的老古董一样，思想顽固不化。,Group_Old,他们 就 像 清末 的 老古董 一样 ， 思想 顽固不化 。,r d v t uj nr r x n l x,他们/r 就/d 像/v 清末/t 的/uj 老古董/nr 一样/r ，/x 思想/n 顽固不化/l 。/x,"['清末', '老古董', '思想', '顽固不化']"
他就是一个爱磨洋工、屁本事没有的老登。,Group_Old,他 就是 一个 爱 磨洋工 、 屁 本事 没有 的 老登 。,r d m v n x n r v uj x x,他/r 就是/d 一个/m 爱/v 磨洋工/n 、/x 屁/n 本事/r 没有/v 的/uj 老登/x 。/x,"['磨洋工', '本事']"
那个老登竟然是他的人。,Group_Old,那个 老登 竟然 是 他 的 人 。,r x d v r uj n x,那个/r 老登/x 竟然/d 是/v 他/r 的/uj 人/n 。/x,[]
老登说的话，你就去找老登，不要欺负我们小演员。,Group_Old,老登 说 的话 ， 你 就 去 找 老登 ， 不要 欺负 我们 小演员 。,x v u x r d v v x x df v r n x,老登/x 说/v 的话/u ，/x 你/r 就/d 去/v 找/v 老登/x ，/x 不要/df 欺负/v 我们/r 小演员/n 。/x,"['欺负', '小演员']"
这个老登怎么这么能活啊？,Group_Old,这个 老登 怎么 这么 能 活 啊 ？,r x r r v n y x,这个/r 老登/x 怎么/r 这么/r 能/v 活/n 啊/y ？/x,[]
老登利用所谓的年龄优势去骗年轻人，真令人作呕。,Group_Old,老登 利用 所谓 的 年龄 优势 去 骗 年轻人 ， 真 令人作呕 。,x n b uj n n v v n x d i x,老登/x 利用/n 所谓/b 的/uj 年龄/n 优势/n 去/v 骗/v 年轻人/n ，/x 真/d 令人作呕/i 。/x,"['利用', '年龄', '优势', '年轻人', '令人作呕']"
我以为他和女王两败俱伤，结果这个老登居然插着刀就回去了。,Group_Old,我 以为 他 和 女王 两败俱伤 ， 结果 这个 老登 居然 插 着 刀 就 回去 了 。,r c r c n i x n r x d v uz n d v ul x,我/r 以为/c 他/r 和/c 女王/n 两败俱伤/i ，/x 结果/n 这个/r 老登/x 居然/d 插/v 着/uz 刀/n 就/d 回去/v 了/ul 。/x,"['女王', '两败俱伤', '回去']"
太好了，这是一个没有老登的世界，我终于能睡个好觉了。,Group_Old,太好了 ， 这 是 一个 没有 老登 的 世界 ， 我 终于 能 睡 个 好 觉 了 。,l x r v m v x uj n x r d v v q a v ul x,太好了/l ，/x 这/r 是/v 一个/m 没有/v 老登/x 的/uj 世界/n ，/x 我/r 终于/d 能/v 睡/v 个/q 好/a 觉/v 了/ul 。/x,"['太好了', '世界', '终于']"
这个老不死的，怎么这么难死？,Group_Old,这个 老不死的 ， 怎么 这么 难 死 ？,r x x r r a v x,这个/r 老不死的/x ，/x 怎么/r 这么/r 难/a 死/v ？/x,['老不死的']
那个老登懂个屁的修真。,Group_Old,那个 老登 懂 个 屁 的 修真 。,r x v q n uj v x,那个/r 老登/x 懂/v 个/q 屁/n 的/uj 修真/v 。/x,['修真']
第一次放老登进组，看完觉得还是应该把他踢出去。,Group_Old,第一次 放 老登 进组 ， 看 完 觉得 还是 应该 把 他 踢出去 。,m v x vn x v v v c v p r v x,第一次/m 放/v 老登/x 进组/vn ，/x 看/v 完/v 觉得/v 还是/c 应该/v 把/p 他/r 踢出去/v 。/x,"['第一次', '进组', '踢出去']"
他专门跑过来看老登。,Group_Old,他 专门 跑过来 看 老登 。,r n l v x x,他/r 专门/n 跑过来/l 看/v 老登/x 。/x,['跑过来']
那个老登怎么不死呢？坏人真是命硬啊。,Group_Old,那个 老登 怎么 不 死 呢 ？ 坏人 真是 命 硬 啊 。,r x r d v y x n d n a y x,那个/r 老登/x 怎么/r 不/d 死/v 呢/y ？/x 坏人/n 真是/d 命/n 硬/a 啊/y 。/x,['坏人']
那两个老登随时可能死在直播间里！,Group_Old,那 两个 老登 随时 可能 死 在 直播间 里 ！,r m x d v v p n f x,那/r 两个/m 老登/x 随时/d 可能/v 死/v 在/p 直播间/n 里/f ！/x,"['随时', '直播间']"
老登的打法真的让人十分讨厌！,Group_Old,老登 的 打法 真的 让 人 十分 讨厌 ！,x uj v d v n m v x,老登/x 的/uj 打法/v 真的/d 让/v 人/n 十分/m 讨厌/v ！/x,"['打法', '讨厌']"
那个老登今天被气疯了吧？,Group_Old,那个 老登 今天 被 气疯 了 吧 ？,r x t p v ul y x,那个/r 老登/x 今天/t 被/p 气疯/v 了/ul 吧/y ？/x,['气疯']
那个老登姓曹，为什么他的义子义女却姓陆？,Group_Old,那个 老登 姓 曹 ， 为什么 他 的 义子 义女 却 姓 陆 ？,r x v nr x r r uj n n d v nr x,那个/r 老登/x 姓/v 曹/nr ，/x 为什么/r 他/r 的/uj 义子/n 义女/n 却/d 姓/v 陆/nr ？/x,"['义子', '义女']"
老登文学真是太恶心了。,Group_Old,老登 文学 真是太 恶心 了 。,x n nr n ul x,老登/x 文学/n 真是太/nr 恶心/n 了/ul 。/x,"['文学', '真是太', '恶心']"
那几个老不死又在装什么嫩呢？,Group_Old,那 几个 老不死 又 在 装 什么 嫩 呢 ？,r m i d p n r a y x,那/r 几个/m 老不死/i 又/d 在/p 装/n 什么/r 嫩/a 呢/y ？/x,['老不死']
那个老登都疯了一年了，内娱还在不停地搬运他的发言。,Group_Old,那个 老登 都 疯 了 一年 了 ， 内娱 还 在 不停 地 搬运 他 的 发言 。,r x d v ul m ul x n d p d uv v r uj v x,那个/r 老登/x 都/d 疯/v 了/ul 一年/m 了/ul ，/x 内娱/n 还/d 在/p 不停/d 地/uv 搬运/v 他/r 的/uj 发言/v 。/x,"['一年', '内娱', '不停', '搬运', '发言']"
剧集都过了一大半了，第三个人到底是哪个老登啊？,Group_Old,剧集 都 过 了 一大半 了 ， 第三个 人 到底 是 哪个 老登 啊 ？,n d ug ul m ul x m n d v r x zg x,剧集/n 都/d 过/ug 了/ul 一大半/m 了/ul ，/x 第三个/m 人/n 到底/d 是/v 哪个/r 老登/x 啊/zg ？/x,"['剧集', '一大半', '第三个', '到底']"
到了陪酒的年纪，只能听着老登们胡侃，自己还插不上话。,Group_Old,到 了 陪酒 的 年纪 ， 只能 听 着 老登 们 胡侃 ， 自己 还 插 不 上话 。,v ul v uj t x v v uz x k i x r d v d v x,到/v 了/ul 陪酒/v 的/uj 年纪/t ，/x 只能/v 听/v 着/uz 老登/x 们/k 胡侃/i ，/x 自己/r 还/d 插/v 不/d 上话/v 。/x,"['陪酒', '年纪', '只能', '胡侃', '上话']"
这个老登怎么还不死啊？,Group_Old,这个 老登 怎么 还 不 死 啊 ？,r x r d d v y x,这个/r 老登/x 怎么/r 还/d 不/d 死/v 啊/y ？/x,[]
反正我就是不接受那个老登子孙满堂！,Group_Old,反正 我 就是 不 接受 那个 老登 子孙满堂 ！,d r d d v r x nr x,反正/d 我/r 就是/d 不/d 接受/v 那个/r 老登/x 子孙满堂/nr ！/x,"['反正', '接受', '子孙满堂']"
这个死老登，又来蹭热度了。,Group_Old,这个 死 老登 ， 又 来 蹭 热度 了 。,r v x x d v v n ul x,这个/r 死/v 老登/x ，/x 又/d 来/v 蹭/v 热度/n 了/ul 。/x,['热度']
那两个老古董竟然在搞同性恋。,Group_Old,那 两个 老古董 竟然 在 搞 同性恋 。,r m nr d p v v x,那/r 两个/m 老古董/nr 竟然/d 在/p 搞/v 同性恋/v 。/x,"['老古董', '同性恋']"
他倚老卖老，竟然私自圈占小区的公共绿化。,Group_Old,他 倚老卖老 ， 竟然 私自 圈占 小区 的 公共 绿化 。,r i x d d v n uj b n x,他/r 倚老卖老/i ，/x 竟然/d 私自/d 圈占/v 小区/n 的/uj 公共/b 绿化/n 。/x,"['倚老卖老', '私自', '圈占', '小区', '公共', '绿化']"
那个老登也太难杀了。,Group_Old,那个 老登 也 太 难 杀 了 。,r x d d a v ul x,那个/r 老登/x 也/d 太/d 难/a 杀/v 了/ul 。/x,[]
就是个老不死的。,Group_Old,就是 个 老不死的 。,d q x x,就是/d 个/q 老不死的/x 。/x,['老不死的']
老不死，我都等你这么久了。,Group_Old,老不死 ， 我 都 等 你 这么久 了 。,i x r d u r r ul x,老不死/i ，/x 我/r 都/d 等/u 你/r 这么久/r 了/ul 。/x,"['老不死', '这么久']"
场地被一些老登和酒鬼搞得混乱无比，看着都要抓狂了。,Group_Old,场地 被 一些 老登 和 酒鬼 搞 得 混乱 无比 ， 看着 都 要 抓狂 了 。,s p m x c n v ud a v x v d v v ul x,场地/s 被/p 一些/m 老登/x 和/c 酒鬼/n 搞/v 得/ud 混乱/a 无比/v ，/x 看着/v 都/d 要/v 抓狂/v 了/ul 。/x,"['场地', '酒鬼', '混乱', '无比', '抓狂']"
吹捧老登的人真的是有恋丑癖。,Group_Old,吹捧 老登 的 人 真的 是 有 恋 丑 癖 。,v x uj n d v v v a ng x,吹捧/v 老登/x 的/uj 人/n 真的/d 是/v 有/v 恋/v 丑/a 癖/ng 。/x,['吹捧']
他用词老气横秋。,Group_Old,他 用词 老气横秋 。,r n i x,他/r 用词/n 老气横秋/i 。/x,"['用词', '老气横秋']"
那个老登什么时候下线？,Group_Old,那个 老登 什么 时候 下线 ？,r x r n n x,那个/r 老登/x 什么/r 时候/n 下线/n ？/x,['下线']
看他那没个好人样的，老不死的。,Group_Old,看 他 那 没 个 好人 样 的 ， 老不死的 。,v r r d m n q uj x x x,看/v 他/r 那/r 没/d 个/m 好人/n 样/q 的/uj ，/x 老不死的/x 。/x,"['好人', '老不死的']"
老头真的好色啊。,Group_Old,老头 真的 好色 啊 。,n d n zg x,老头/n 真的/d 好色/n 啊/zg 。/x,['好色']
能不能捅死这个老登？,Group_Old,能 不能 捅 死 这个 老登 ？,v v v v r x x,能/v 不能/v 捅/v 死/v 这个/r 老登/x ？/x,[]
真该给那些在站台上抽烟的老登设个专门的吸烟室。,Group_Old,真该 给 那些 在 站台 上 抽烟 的 老登 设 个 专门 的 吸烟室 。,d p r p n f v uj x v q n uj n x,真该/d 给/p 那些/r 在/p 站台/n 上/f 抽烟/v 的/uj 老登/x 设/v 个/q 专门/n 的/uj 吸烟室/n 。/x,"['真该', '站台', '抽烟', '吸烟室']"
快来个人告诉那个老登，他拿到的东西是不是真的？,Group_Old,快 来 个人 告诉 那个 老登 ， 他 拿到 的 东西 是不是 真的 ？,a v n v r x x r v uj ns l d x,快/a 来/v 个人/n 告诉/v 那个/r 老登/x ，/x 他/r 拿到/v 的/uj 东西/ns 是不是/l 真的/d ？/x,"['告诉', '拿到']"
这个老不死的真难杀。,Group_Old,这个 老不死的 真难 杀 。,r x d v x,这个/r 老不死的/x 真难/d 杀/v 。/x,"['老不死的', '真难']"
这个老登到底有多少个义子？,Group_Old,这个 老登 到底 有 多少 个 义子 ？,r x d v m q n x,这个/r 老登/x 到底/d 有/v 多少/m 个/q 义子/n ？/x,"['到底', '义子']"
他是个恋童癖老登。,Group_Old,他 是 个 恋童 癖 老登 。,r v q n ng x x,他/r 是/v 个/q 恋童/n 癖/ng 老登/x 。/x,['恋童']
那个老登最抠门了。,Group_Old,那个 老登 最 抠门 了 。,r x d a ul x,那个/r 老登/x 最/d 抠门/a 了/ul 。/x,['抠门']
我一看见老登，就想一巴掌扇死他们。,Group_Old,我 一 看见 老登 ， 就 想 一巴掌 扇 死 他们 。,r m v x x d v i q v r x,我/r 一/m 看见/v 老登/x ，/x 就/d 想/v 一巴掌/i 扇/q 死/v 他们/r 。/x,['一巴掌']
那个老登现在还在拍动画片。,Group_Old,那个 老登 现在 还 在 拍 动画片 。,r x t d p v n x,那个/r 老登/x 现在/t 还/d 在/p 拍/v 动画片/n 。/x,['动画片']
你们这些老登就喜欢跟正常人对着干。,Group_Old,你们 这些 老登 就 喜欢 跟 正常人 对着干 。,r r x d v p n l x,你们/r 这些/r 老登/x 就/d 喜欢/v 跟/p 正常人/n 对着干/l 。/x,"['喜欢', '正常人', '对着干']"
